cLogP,cLogS,Smiles
3.8743,-4.271,Cc1cccc(NC(Cc(cc2)ccc2Br)=O)c1
4.031,-4.075,CC[C@H](C(Nc1cc(C)ccc1)=O)c1ccccc1
5.2227,-5.14,Cc1cccc(NC([C@H](c2ccccc2)Sc2ccccc2)=O)c1
3.4001,-3.179,CC(C)(C)CC(Nc1cc(C)ccc1)=O
3.4001,-3.179,CCC(C)(C)C(Nc1cc(C)ccc1)=O
3.5582,-4.338,Cc1cccc(NC(c(ccc(SC)c2)c2OC)=O)c1
4.6848,-4.439,O=C(CCc1ccccc1)NC(c1ccccc1)c1ccccc1
4.097,-4.179,O=C(Cc1cccs1)NC(c1ccccc1)c1ccccc1
3.6399,-5.034,[O-][N+](c1cc(/C=C/C(NC(c2ccccc2)c2ccccc2)=O)ccc1)=O
4.4814,-3.911,CC(C)(C)CC(NC(c1ccccc1)c1ccccc1)=O
4.4814,-3.911,CCC(C)(C)C(NC(c1ccccc1)c1ccccc1)=O
3.9156,-3.734,CC(C)CC(NC(c1ccccc1)c1ccccc1)=O
3.9156,-3.734,CC[C@H](C)C(NC(c1ccccc1)c1ccccc1)=O
4.37,-4.004,CCC[C@H](C)C(NC(c1ccccc1)c1ccccc1)=O
4.1665,-4.362,C[C@@H](C(NC(c1ccccc1)c1ccccc1)=O)Oc1ccccc1
3.8072,-3.984,O=C(COc1ccccc1)NC(c1ccccc1)c1ccccc1
3.7956,-4.117,COc(ccc(Cl)c1)c1NC(CCc1ccccc1)=O
4.2231,-4.485,CC[C@H](C(Nc(cc(cc1)Cl)c1OC)=O)c1ccccc1
3.2078,-3.857,COc(ccc(Cl)c1)c1NC(Cc1cccs1)=O
4.2783,-4.988,COc(ccc(Cl)c1)c1NC(/C=C/c(cccc1)c1Cl)=O
3.5922,-3.589,CC(C)(C)CC(Nc(cc(cc1)Cl)c1OC)=O
3.7503,-4.748,COc(ccc(Cl)c1)c1NC(c(ccc(SC)c1)c1OC)=O
3.0264,-3.412,CC[C@H](C)C(Nc(cc(cc1)Cl)c1OC)=O
3.7837,-4.963,COc(ccc(Cl)c1)c1NC(/C=C/c(cc1)cc2c1OCO2)=O
3.2773,-4.04,C[C@@H](C(Nc(cc(cc1)Cl)c1OC)=O)Oc1ccccc1
3.1089,-4.119,O=C(Cc1cccs1)Nc(cc1)ccc1I
5.3159,-5.812,O=C([C@H](c1ccccc1)Sc1ccccc1)Nc(cc1)ccc1I
3.4933,-3.851,CC(C)(C)CC(Nc(cc1)ccc1I)=O
3.4933,-3.851,CCC(C)(C)C(Nc(cc1)ccc1I)=O
2.9275,-3.674,CC(C)CC(Nc(cc1)ccc1I)=O
3.6514,-5.01,COc(cc(cc1)SC)c1C(Nc(cc1)ccc1I)=O
2.9275,-3.674,CC[C@H](C)C(Nc(cc1)ccc1I)=O
3.3819,-3.944,CCC[C@H](C)C(Nc(cc1)ccc1I)=O
3.1784,-4.302,C[C@@H](C(Nc(cc1)ccc1I)=O)Oc1ccccc1
3.4016,-4.611,CC(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)=O
2.543,-3.787,CC(c(cc1)ccc1NC(Cc1cccs1)=O)=O
3.6135,-4.918,CC(c(cc1)ccc1NC(/C=C/c(cccc1)c1Cl)=O)=O
4.75,-5.48,CC(c(cc1)ccc1NC([C@H](c1ccccc1)Sc1ccccc1)=O)=O
2.9274,-3.519,CC(C)(C)CC(Nc(cc1)ccc1C(C)=O)=O
2.9274,-3.519,CCC(C)(C)C(Nc(cc1)ccc1C(C)=O)=O
3.0855,-4.678,CC(c(cc1)ccc1NC(c(ccc(SC)c1)c1OC)=O)=O
2.3616,-3.342,CC[C@H](C)C(Nc(cc1)ccc1C(C)=O)=O
2.6125,-3.97,C[C@@H](C(Nc(cc1)ccc1C(C)=O)=O)Oc1ccccc1
2.7776,-2.513,CCOC(C(CC1)CCN1C(CCc1ccccc1)=O)=O
3.2051,-2.881,CC[C@H](C(N(CC1)CCC1C(OCC)=O)=O)c1ccccc1
2.1898,-2.253,CCOC(C(CC1)CCN1C(Cc1cccs1)=O)=O
2.6543,-2.648,CCOC(C(CC1)CCN1C(/C=C/c1ccccc1)=O)=O
4.3968,-3.946,CCOC(C(CC1)CCN1C([C@H](c1ccccc1)Sc1ccccc1)=O)=O
0.3009,-0.561,CCOC(C(CC1)CCN1S(N(C)C)(=O)=O)=O
2.0084,-1.808,CCOC(C(CC1)CCN1C(CC(C)C)=O)=O
2.7323,-3.144,CCOC(C(CC1)CCN1C(c(ccc(SC)c1)c1OC)=O)=O
2.7657,-3.359,CCOC(C(CC1)CCN1C(/C=C/c(cc1)cc2c1OCO2)=O)=O
1.9,-2.058,CCOC(C(CC1)CCN1C(COc1ccccc1)=O)=O
1.304,-2.049,CCOC(C(CC1)CCN1C(CN(C(c1c2cccc1)=O)C2=O)=O)=O
2.3258,-2.309,CCOC(C(CC1)CCN1C(C(Cl)(Cl)Cl)=O)=O
4.0003,-3.662,CC[C@@H](CCCC1)N1C(Cc(cc1)ccc1Br)=O
3.7295,-3.098,CC[C@@H](CCCC1)N1C(CCc1ccccc1)=O
3.6062,-3.233,CC[C@@H](CCCC1)N1C(/C=C/c1ccccc1)=O
4.2122,-3.969,CC[C@@H](CCCC1)N1C(/C=C/c(cccc1)c1Cl)=O
3.813,-3.617,CC[C@@H](CCCC1)N1C(c(cc(cc1)Cl)c1OC)=O
3.6842,-3.729,CC[C@@H](CCCC1)N1C(c(ccc(SC)c1)c1OC)=O
3.7176,-3.944,CC[C@@H](CCCC1)N1C(/C=C/c(cc1)cc2c1OCO2)=O
3.4147,-2.663,CCC[C@H](C)C(N1[C@@H](CC)CCCC1)=O
3.2112,-3.021,CC[C@@H](CCCC1)N1C([C@H](C)Oc1ccccc1)=O
2.9527,-4.731,Cc(ccc([N+]([O-])=O)c1)c1NC(Cc(cc1)ccc1Br)=O
2.0941,-3.907,Cc(ccc([N+]([O-])=O)c1)c1NC(Cc1cccs1)=O
4.3011,-5.6,Cc(ccc([N+]([O-])=O)c1)c1NC([C@H](c1ccccc1)Sc1ccccc1)=O
2.4785,-3.639,CC(C)(C)CC(Nc1c(C)ccc([N+]([O-])=O)c1)=O
2.4785,-3.639,CCC(C)(C)C(Nc1c(C)ccc([N+]([O-])=O)c1)=O
2.6366,-4.798,Cc(ccc([N+]([O-])=O)c1)c1NC(c(ccc(SC)c1)c1OC)=O
1.9127,-3.462,CC[C@H](C)C(Nc1c(C)ccc([N+]([O-])=O)c1)=O
2.3671,-3.732,CCC[C@H](C)C(Nc1c(C)ccc([N+]([O-])=O)c1)=O
2.1636,-4.09,C[C@@H](C(Nc1c(C)ccc([N+]([O-])=O)c1)=O)Oc1ccccc1
2.5295,-3.132,O=C(Cc(cc1)ccc1Br)Nc1ccncc1
2.6862,-2.936,CC[C@H](C(Nc1ccncc1)=O)c1ccccc1
2.7414,-3.439,O=C(/C=C/c(cccc1)c1Cl)Nc1ccncc1
3.8779,-4.001,O=C([C@H](c1ccccc1)Sc1ccccc1)Nc1ccncc1
2.2468,-3.414,O=C(/C=C/c(cc1)cc2c1OCO2)Nc1ccncc1
1.9439,-2.133,CCC[C@H](C)C(Nc1ccncc1)=O
4.2556,-4.761,O=C(Cc(cc1)ccc1Br)Nc1cccc(Br)c1
4.4123,-4.565,CC[C@H](C(Nc1cccc(Br)c1)=O)c1ccccc1
3.397,-3.937,O=C(Cc1cccs1)Nc1cccc(Br)c1
4.4675,-5.068,O=C(/C=C/c(cccc1)c1Cl)Nc1cccc(Br)c1
4.0683,-4.716,COc(ccc(Cl)c1)c1C(Nc1cccc(Br)c1)=O
3.7814,-3.669,CC(C)(C)CC(Nc1cccc(Br)c1)=O
3.7814,-3.669,CCC(C)(C)C(Nc1cccc(Br)c1)=O
3.9395,-4.828,COc(cc(cc1)SC)c1C(Nc1cccc(Br)c1)=O
3.2156,-3.492,CC[C@H](C)C(Nc1cccc(Br)c1)=O
3.67,-3.762,CCC[C@H](C)C(Nc1cccc(Br)c1)=O
3.4665,-4.12,C[C@@H](C(Nc1cccc(Br)c1)=O)Oc1ccccc1
2.5112,-3.733,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc1cccc(Br)c1
3.6904,-3.1,CCCN(CCC)C(Cc(cc1)ccc1Cl)=O
3.8096,-3.198,CCCN(CCC)C(Cc(cc1)ccc1Br)=O
3.5388,-2.634,CCCN(CCC)C(CCc1ccccc1)=O
3.9663,-3.002,CCCN(CCC)C([C@@H](CC)c1ccccc1)=O
3.6223,-3.153,CCCN(CCC)C(c(cc(cc1)Cl)c1OC)=O
1.2069,-0.682,CCCN(CCC)S(N(C)C)(=O)=O
3.0205,-2.557,CCCN(CCC)C([C@H](C)Oc1ccccc1)=O
2.0652,-2.17,CCCN(CCC)C(CN(C(c1c2cccc1)=O)C2=O)=O
3.1698,-3.761,COc1ccc(CNC(Cc(cc2)ccc2Br)=O)cc1
2.3112,-2.937,COc1ccc(CNC(Cc2cccs2)=O)cc1
2.9825,-3.716,COc1ccc(CNC(c(cc(cc2)Cl)c2OC)=O)cc1
4.5182,-4.63,COc1ccc(CNC([C@H](c2ccccc2)Sc2ccccc2)=O)cc1
2.6956,-2.669,CCC(C)(C)C(NCc(cc1)ccc1OC)=O
0.7404,-1.297,CN(C)S(NCc(cc1)ccc1OC)(=O)=O
2.8537,-3.828,COc1ccc(CNC(c(ccc(SC)c2)c2OC)=O)cc1
2.5842,-2.762,CCC[C@H](C)C(NCc(cc1)ccc1OC)=O
1.4254,-2.733,COc1ccc(CNC(CN(C(c2c3cccc2)=O)C3=O)=O)cc1
4.2182,-4.615,Cc1cc(NC(Cc(cc2)ccc2Br)=O)c(C)cc1
3.3596,-3.791,Cc1cc(NC(Cc2cccs2)=O)c(C)cc1
4.0309,-4.57,Cc1cc(NC(c(cc(cc2)Cl)c2OC)=O)c(C)cc1
3.744,-3.523,CC(C)(C)CC(Nc1c(C)ccc(C)c1)=O
3.744,-3.523,CCC(C)(C)C(Nc1c(C)ccc(C)c1)=O
1.2538,-2.424,Cc1cc(NS(N(C)C)(=O)=O)c(C)cc1
3.9021,-4.682,Cc1cc(NC(c(ccc(SC)c2)c2OC)=O)c(C)cc1
3.1782,-3.346,CC[C@H](C)C(Nc1c(C)ccc(C)c1)=O
3.9355,-4.897,Cc1cc(NC(/C=C/c(cc2)cc3c2OCO3)=O)c(C)cc1
3.6326,-3.616,CCC[C@H](C)C(Nc1c(C)ccc(C)c1)=O
3.4291,-3.974,C[C@@H](C(Nc1c(C)ccc(C)c1)=O)Oc1ccccc1
4.2899,-4.43,CCc(cccc1)c1NC(Cc(cc1)ccc1Br)=O
4.0191,-3.866,CCc(cccc1)c1NC(CCc1ccccc1)=O
3.4313,-3.606,CCc(cccc1)c1NC(Cc1cccs1)=O
4.1026,-4.385,CCc(cccc1)c1NC(c(cc(cc1)Cl)c1OC)=O
3.8157,-3.338,CCc(cccc1)c1NC(CC(C)(C)C)=O
3.8157,-3.338,CCC(C)(C)C(Nc1c(CC)cccc1)=O
3.9738,-4.497,CCc(cccc1)c1NC(c(ccc(SC)c1)c1OC)=O
3.2499,-3.161,CC[C@H](C)C(Nc1c(CC)cccc1)=O
4.0072,-4.712,CCc(cccc1)c1NC(/C=C/c(cc1)cc2c1OCO2)=O
3.5008,-3.789,CCc(cccc1)c1NC([C@H](C)Oc1ccccc1)=O
2.4285,-3.425,O=C(Cc(cc1)ccc1Br)NCc1ccco1
1.5699,-2.601,O=C(Cc1cccs1)NCc1ccco1
1.8429,-2.426,CCC[C@H](C)C(NCc1ccco1)=O
1.6394,-2.784,C[C@@H](C(NCc1ccco1)=O)Oc1ccccc1
3.4267,-3.294,C[C@@H](CCCC1)N1C(Cc(cc1)ccc1Cl)=O
3.2751,-2.828,C[C@@H](CCCC1)N1C(CCc1ccccc1)=O
2.6873,-2.568,C[C@@H](CCCC1)N1C(Cc1cccs1)=O
3.7578,-3.699,C[C@@H](CCCC1)N1C(/C=C/c(cccc1)c1Cl)=O
3.3586,-3.347,C[C@@H](CCCC1)N1C(c(cc(cc1)Cl)c1OC)=O
2.5059,-2.123,CC(C)CC(N1[C@@H](C)CCCC1)=O
3.2632,-3.674,C[C@@H](CCCC1)N1C(/C=C/c(cc1)cc2c1OCO2)=O
1.8015,-2.364,C[C@@H](CCCC1)N1C(CN(C(c1c2cccc1)=O)C2=O)=O
2.8233,-2.624,C[C@@H](CCCC1)N1C(C(Cl)(Cl)Cl)=O
2.5388,-4.405,COc(cc1)cc([N+]([O-])=O)c1NC(Cc(cc1)ccc1Br)=O
2.3515,-4.36,COc(cc1)cc([N+]([O-])=O)c1NC(c(cc(cc1)Cl)c1OC)=O
2.0646,-3.313,CC(C)(C)CC(Nc(ccc(OC)c1)c1[N+]([O-])=O)=O
2.0646,-3.313,CCC(C)(C)C(Nc(ccc(OC)c1)c1[N+]([O-])=O)=O
1.4988,-3.136,CC(C)CC(Nc(ccc(OC)c1)c1[N+]([O-])=O)=O
3.9507,-6.794,[O-][N+](c1cccc(/C=C/C(Nc(ccc(Cl)c2)c2C(c2ccccc2)=O)=O)c1)=O
4.2264,-5.494,CC(C)CC(Nc(ccc(Cl)c1)c1C(c1ccccc1)=O)=O
4.2264,-5.494,CC[C@H](C)C(Nc(ccc(Cl)c1)c1C(c1ccccc1)=O)=O
4.6808,-5.764,CCC[C@H](C)C(Nc(ccc(Cl)c1)c1C(c1ccccc1)=O)=O
2.5388,-4.405,COc(ccc([N+]([O-])=O)c1)c1NC(Cc(cc1)ccc1Br)=O
2.6955,-4.209,CC[C@H](C(Nc(cc(cc1)[N+]([O-])=O)c1OC)=O)c1ccccc1
1.6802,-3.581,COc(ccc([N+]([O-])=O)c1)c1NC(Cc1cccs1)=O
2.7507,-4.712,COc(ccc([N+]([O-])=O)c1)c1NC(/C=C/c(cccc1)c1Cl)=O
3.8872,-5.274,COc(ccc([N+]([O-])=O)c1)c1NC([C@H](c1ccccc1)Sc1ccccc1)=O
2.0646,-3.313,CCC(C)(C)C(Nc(cc(cc1)[N+]([O-])=O)c1OC)=O
2.2227,-4.472,COc(ccc([N+]([O-])=O)c1)c1NC(c(ccc(SC)c1)c1OC)=O
1.4988,-3.136,CC[C@H](C)C(Nc(cc(cc1)[N+]([O-])=O)c1OC)=O
3.3965,-3.547,CC[C@H](C(NCc1ccccc1)=O)c1ccccc1
3.0525,-3.698,COc(ccc(Cl)c1)c1C(NCc1ccccc1)=O
2.7656,-2.651,CCC(C)(C)C(NCc1ccccc1)=O
2.9237,-3.81,COc(cc(cc1)SC)c1C(NCc1ccccc1)=O
2.6542,-2.744,CCC[C@H](C)C(NCc1ccccc1)=O
3.8743,-4.271,Cc(cc1)ccc1NC(Cc(cc1)ccc1Br)=O
4.031,-4.075,CC[C@H](C(Nc1ccc(C)cc1)=O)c1ccccc1
3.687,-4.226,Cc(cc1)ccc1NC(c(cc(cc1)Cl)c1OC)=O
5.2227,-5.14,Cc(cc1)ccc1NC([C@H](c1ccccc1)Sc1ccccc1)=O
3.4001,-3.179,CC(C)(C)CC(Nc1ccc(C)cc1)=O
3.4001,-3.179,CCC(C)(C)C(Nc1ccc(C)cc1)=O
3.5582,-4.338,Cc(cc1)ccc1NC(c(ccc(SC)c1)c1OC)=O
3.2887,-3.272,CCC[C@H](C)C(Nc1ccc(C)cc1)=O
3.9172,-4.252,O=C(Cc(cc1)ccc1Br)N(CC1)c2c1cccc2
3.0586,-3.428,O=C(Cc1cccs1)N(CC1)c2c1cccc2
4.1291,-4.559,O=C(/C=C/c(cccc1)c1Cl)N(CC1)c2c1cccc2
3.7299,-4.207,COc(ccc(Cl)c1)c1C(N(CC1)c2c1cccc2)=O
3.443,-3.16,CC(C)(C)CC(N(CC1)c2c1cccc2)=O
0.8835,-2.195,CN(C)S(N(CC1)c2c1cccc2)(=O)=O
2.8772,-2.983,CC(C)CC(N(CC1)c2c1cccc2)=O
3.6011,-4.319,COc(cc(cc1)SC)c1C(N(CC1)c2c1cccc2)=O
3.3316,-3.253,CCC[C@H](C)C(N(CC1)c2c1cccc2)=O
3.4612,-3.991,O=C(CCc1ccccc1)Nc(cc1)cc(F)c1F
3.3379,-4.126,O=C(/C=C/c1ccccc1)Nc(cc1)cc(F)c1F
3.5447,-4.51,COc(ccc(Cl)c1)c1C(Nc(cc1)cc(F)c1F)=O
5.0804,-5.424,O=C([C@H](c1ccccc1)Sc1ccccc1)Nc(cc1)cc(F)c1F
3.2578,-3.463,CC(C)(C)CC(Nc(cc1)cc(F)c1F)=O
3.2578,-3.463,CCC(C)(C)C(Nc(cc1)cc(F)c1F)=O
3.4159,-4.622,COc(cc(cc1)SC)c1C(Nc(cc1)cc(F)c1F)=O
2.692,-3.286,CC[C@H](C)C(Nc(cc1)cc(F)c1F)=O
3.1464,-3.556,CCC[C@H](C)C(Nc(cc1)cc(F)c1F)=O
2.9429,-3.914,C[C@@H](C(Nc(cc1)cc(F)c1F)=O)Oc1ccccc1
1.9876,-3.527,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc(cc1)cc(F)c1F
3.8497,-4.368,CCOC(c(cccc1)c1NC(Cc(cc1)ccc1Br)=O)=O
3.5789,-3.804,CCOC(c(cccc1)c1NC(CCc1ccccc1)=O)=O
3.6624,-4.323,CCOC(c(cccc1)c1NC(c(cc(cc1)Cl)c1OC)=O)=O
3.5336,-4.435,CCOC(c(cccc1)c1NC(c(ccc(SC)c1)c1OC)=O)=O
2.8097,-3.099,CC[C@H](C)C(Nc(cccc1)c1C(OCC)=O)=O
3.2641,-3.369,CCC[C@H](C)C(Nc(cccc1)c1C(OCC)=O)=O
3.0606,-3.727,CCOC(c(cccc1)c1NC([C@H](C)Oc1ccccc1)=O)=O
2.1053,-3.34,CCOC(c(cccc1)c1NC(CN(C(c1c2cccc1)=O)C2=O)=O)=O
3.0032,-4.157,O=C(Cc(cc1)ccc1Br)n1nnc2c1cccc2
3.2151,-4.464,O=C(/C=C/c(cccc1)c1Cl)n1nnc2c1cccc2
3.0968,-5.014,COc(ccc(Cl)c1)c1C(n1nnc2c1cccc2)=O
1.9632,-2.888,CC(C)CC(n1nnc2c1cccc2)=O
2.968,-5.126,COc(cc(cc1)SC)c1C(n1nnc2c1cccc2)=O
2.0572,-2.125,O=C(Cc(cc1)ccc1Br)N1CCOCC1
2.2139,-1.929,CC[C@H](C(N1CCOCC1)=O)c1ccccc1
1.7411,-2.192,COc(cc(cc1)SC)c1C(N1CCOCC1)=O
2.7655,-4.191,CC[C@H](C(Nc1cccc([N+]([O-])=O)c1)=O)c1ccccc1
1.7502,-3.563,[O-][N+](c1cccc(NC(Cc2cccs2)=O)c1)=O
3.9572,-5.256,[O-][N+](c1cccc(NC([C@H](c2ccccc2)Sc2ccccc2)=O)c1)=O
2.2927,-4.454,COc(cc(cc1)SC)c1C(Nc1cc([N+]([O-])=O)ccc1)=O
2.0232,-3.388,CCC[C@H](C)C(Nc1cccc([N+]([O-])=O)c1)=O
1.8197,-3.746,C[C@@H](C(Nc1cccc([N+]([O-])=O)c1)=O)Oc1ccccc1
1.8862,-3.619,[O-][N+](c1cccc(NC(C(Cl)(Cl)Cl)=O)c1)=O
3.4645,-3.989,Cc1ccc(CNC(Cc(cc2)ccc2Cl)=O)cc1
3.5837,-4.087,Cc1ccc(CNC(Cc(cc2)ccc2Br)=O)cc1
3.7404,-3.891,CC[C@H](C(NCc1ccc(C)cc1)=O)c1ccccc1
3.7956,-4.394,Cc1ccc(CNC(/C=C/c(cccc2)c2Cl)=O)cc1
4.9321,-4.956,Cc1ccc(CNC([C@H](c2ccccc2)Sc2ccccc2)=O)cc1
2.5437,-2.818,CC(C)CC(NCc1ccc(C)cc1)=O
3.2676,-4.154,Cc1ccc(CNC(c(ccc(SC)c2)c2OC)=O)cc1
2.5437,-2.818,CC[C@H](C)C(NCc1ccc(C)cc1)=O
2.7946,-3.446,C[C@@H](C(NCc1ccc(C)cc1)=O)Oc1ccccc1
1.8393,-3.059,Cc1ccc(CNC(CN(C(c2c3cccc2)=O)C3=O)=O)cc1
4.2182,-4.615,Cc1cccc(C)c1NC(Cc(cc1)ccc1Br)=O
3.3596,-3.791,Cc1cccc(C)c1NC(Cc1cccs1)=O
3.744,-3.523,CCC(C)(C)C(Nc1c(C)cccc1C)=O
3.1782,-3.346,CC(C)CC(Nc1c(C)cccc1C)=O
3.9021,-4.682,Cc1cccc(C)c1NC(c(ccc(SC)c1)c1OC)=O
3.1782,-3.346,CC[C@H](C)C(Nc1c(C)cccc1C)=O
3.9355,-4.897,Cc1cccc(C)c1NC(/C=C/c(cc1)cc2c1OCO2)=O
3.4291,-3.974,C[C@@H](C(Nc1c(C)cccc1C)=O)Oc1ccccc1
2.4738,-3.587,Cc1cccc(C)c1NC(CN(C(c1c2cccc1)=O)C2=O)=O
1.9138,-2.105,O=C(Cc(cc1)ccc1Br)NCCCn1cncc1
1.0552,-1.281,O=C(Cc1cccs1)NCCCn1cncc1
2.1257,-2.412,O=C(/C=C/c(cccc1)c1Cl)NCCCn1cncc1
3.2622,-2.974,O=C([C@H](c1ccccc1)Sc1ccccc1)NCCCn1cncc1
1.5977,-2.172,COc(cc(cc1)SC)c1C(NCCCn1cncc1)=O
1.6311,-2.387,O=C(/C=C/c(cc1)cc2c1OCO2)NCCCn1cncc1
0.1694,-1.077,O=C(CN(C(c1c2cccc1)=O)C2=O)NCCCn1cncc1
3.4604,-3.945,COc(cccc1)c1NC(Cc(cc1)ccc1Br)=O
2.6018,-3.121,COc(cccc1)c1NC(Cc1cccs1)=O
4.8088,-4.814,COc(cccc1)c1NC([C@H](c1ccccc1)Sc1ccccc1)=O
2.9862,-2.853,CC(C)(C)CC(Nc(cccc1)c1OC)=O
2.9862,-2.853,CCC(C)(C)C(Nc(cccc1)c1OC)=O
0.496,-1.754,CN(C)S(Nc(cccc1)c1OC)(=O)=O
3.1443,-4.012,COc(cccc1)c1NC(c(ccc(SC)c1)c1OC)=O
4.0669,-4.105,CCN(C(Cc(cc1)ccc1Cl)=O)c1ccccc1
4.118,-4.879,O=C(Cc(cc1)ccc1Cl)Nc(cc1)cc(Cl)c1F
2.5874,-2.783,C[C@@H](C1)O[C@@H](C)CN1C(Cc(cc1)ccc1Cl)=O
2.5904,-4.603,[O-][N+](c(cc1)cc(NC(Cc(cc2)ccc2Cl)=O)c1F)=O
4.4803,-5.007,Cc(cc(cc1)Br)c1NC(Cc(cc1)ccc1Cl)=O
3.931,-3.834,CCN(C1CCCCC1)C(Cc(cc1)ccc1Cl)=O
4.4803,-5.007,Cc(cc(cc1)NC(Cc(cc2)ccc2Cl)=O)c1Br
2.3045,-4.172,[O-][N+](c1cnc(NC(Cc(cc2)ccc2Cl)=O)s1)=O
4.5146,-4.676,CCc(cccc1C)c1NC(Cc(cc1)ccc1Cl)=O
3.2468,-4.602,N#Cc(cccc1)c1NC(Cc(cc1)ccc1Cl)=O
3.8528,-5.338,N#Cc(ccc(NC(Cc(cc1)ccc1Cl)=O)c1)c1Cl
3.3769,-3.54,CCC[C@H](C)NC(Cc(cc1)ccc1Cl)=O
2.9145,-4.797,Cc1ccnc(NS(c(cc2)ccc2NC(Cc(cc2)ccc2Cl)=O)(=O)=O)n1
3.2359,-3.322,CC(C)CCNC(Cc(cc1)ccc1Cl)=O
3.5063,-3.381,CN(Cc1ccccc1)C(Cc(cc1)ccc1Br)=O
3.7598,-3.334,C[C@@H](C[C@H](C)C1)CN1C(Cc(cc1)ccc1Br)=O
4.1861,-4.203,CCN(C(Cc(cc1)ccc1Br)=O)c1ccccc1
3.4434,-4.068,COC(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)=O
2.5295,-3.132,O=C(Cc(cc1)ccc1Br)Nc1cnccc1
2.1836,-2.611,COCCCNC(Cc(cc1)ccc1Br)=O
4.4803,-5.007,Cc(c(Cl)ccc1)c1NC(Cc(cc1)ccc1Br)=O
3.6021,-3.73,O=C(Cc(cc1)ccc1Br)N(CC1)Cc2c1cccc2
1.6194,-2.671,O=C(Cc(cc1)ccc1Br)N[C@@H](CCS1)C1=O
3.3904,-3.963,COc(cc1)cc(NC(Cc(cc2)ccc2Br)=O)c1OC
4.1364,-4.663,O=C(Cc(cc1)ccc1Br)Nc(cccc1)c1Cl
2.7066,-2.881,C[C@@H](C1)O[C@@H](C)CN1C(Cc(cc1)ccc1Br)=O
3.2341,-4.269,CC(Nc1cccc(NC(Cc(cc2)ccc2Br)=O)c1)=O
2.7096,-4.701,[O-][N+](c(cc1)cc(NC(Cc(cc2)ccc2Br)=O)c1F)=O
3.732,-4.555,O=C(Cc(cc1)ccc1Br)Nc(ccc(F)c1)c1F
3.2788,-4.025,Cc1cccc(NC(Cc(cc2)ccc2Br)=O)n1
4.1364,-4.663,O=C(Cc(cc1)ccc1Br)Nc1cc(Cl)ccc1
4.2592,-4.522,O=C(Cc(cc1)ccc1Br)N(CCC1)c2c1cccc2
3.4604,-3.945,COc1cccc(NC(Cc(cc2)ccc2Br)=O)c1
4.0502,-3.932,CCN(C1CCCCC1)C(Cc(cc1)ccc1Br)=O
3.0417,-3.368,CC[C@H](C)NC(Cc(cc1)ccc1Br)=O
2.7402,-3.932,[O-][N+](c(cc1)ccc1N(CC1)CCN1C(Cc(cc1)ccc1Br)=O)=O
2.7096,-4.701,[O-][N+](c(cc(cc1)NC(Cc(cc2)ccc2Br)=O)c1F)=O
2.1666,-1.627,CN(CC1)CCN1C(Cc(cc1)ccc1Br)=O
4.6338,-4.774,CCc(cccc1C)c1NC(Cc(cc1)ccc1Br)=O
3.4434,-4.068,COC(c(cccc1)c1NC(Cc(cc1)ccc1Br)=O)=O
2.228,-2.72,CCNC(Cc(cc1)ccc1Br)=O
3.5918,-3.49,COc(cccc1)c1N(CC1)CCN1C(Cc(cc1)ccc1Br)=O
1.7859,-2.623,CCOC(CNC(Cc(cc1)ccc1Br)=O)=O
3.8743,-4.271,Cc(cccc1)c1NC(Cc(cc1)ccc1Br)=O
4.4803,-5.007,Cc(ccc(NC(Cc(cc1)ccc1Br)=O)c1)c1Cl
4.7424,-5.399,O=C(Cc(cc1)ccc1Br)Nc(ccc(Cl)c1)c1Cl
4.7184,-3.738,CCCCN(CCCC)C(Cc(cc1)ccc1Br)=O
4.7424,-5.399,O=C(Cc(cc1)ccc1Br)Nc(cccc1Cl)c1Cl
3.9964,-4.699,COc(cc(c(OC)c1)Cl)c1NC(Cc(cc1)ccc1Br)=O
3.366,-4.7,N#Cc(cccc1)c1NC(Cc(cc1)ccc1Br)=O
2.2944,-3.826,NS(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)(=O)=O
3.2341,-4.269,CC(Nc(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)=O
3.972,-5.436,N#Cc(ccc(NC(Cc(cc1)ccc1Br)=O)c1)c1Cl
3.4112,-5.354,[O-][N+](c(cc1)cc2c1nc(NC(Cc(cc1)ccc1Br)=O)s2)=O
4.4803,-5.007,Cc(ccc(Cl)c1)c1NC(Cc(cc1)ccc1Br)=O
2.5388,-4.405,COc(cc(cc1)[N+]([O-])=O)c1NC(Cc(cc1)ccc1Br)=O
2.6177,-4.016,NC(c(cccc1)c1NC(Cc(cc1)ccc1Br)=O)=O
2.0038,-3.642,NS(c1ccc(CNC(Cc(cc2)ccc2Br)=O)cc1)(=O)=O
3.4961,-3.638,CCC[C@H](C)NC(Cc(cc1)ccc1Br)=O
4.7174,-4.798,CC(C)c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O
2.9527,-4.731,Cc(c([N+]([O-])=O)ccc1)c1NC(Cc(cc1)ccc1Br)=O
2.7125,-3.762,CC(NS(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)(=O)=O)=O
