cLogP,cLogS,Smiles
3.4097,-3.782,CCOc(ccc(C(Nc1cc(OC)ccc1)=O)c1)c1OCC
2.7821,-2.361,CCOC(N(CC1)CCN1C(c(cc1)cc(OCC)c1OCC)=O)=O
2.2422,-2.809,CCOc(ccc(C(NCc1ncccc1)=O)c1)c1OCC
2.0708,-2.942,CCOc(ccc(C(NC[C@H]1OCCC1)=O)c1)c1OCC
3.5514,-3.567,CCOc(ccc(C(N(CC1)Cc2c1cccc2)=O)c1)c1OCC
4.0857,-4.5,CCOc(ccc(C(Nc(cc1)ccc1Cl)=O)c1)c1OCC
4.2049,-4.598,CCOc(ccc(C(Nc(cc1)ccc1Br)=O)c1)c1OCC
3.8236,-4.108,CCOc(ccc(C(Nc1ccc(C)cc1)=O)c1)c1OCC
3.3509,-4.448,CCOc(ccc(C(Nc(cc1)ccc1C(C)=O)=O)c1)c1OCC
3.4097,-3.782,CCOc(ccc(C(Nc(cccc1)c1OC)=O)c1)c1OCC
2.1882,-2.785,CCOc(ccc(C(NCc1cnccc1)=O)c1)c1OCC
3.8665,-4.089,CCOc(ccc(C(N(CC1)c2c1cccc2)=O)c1)c1OCC
3.534,-2.787,CCOc(ccc(C(N1CCN(Cc2ccccc2)CC1)=O)c1)c1OCC
4.8817,-4.146,CCOc(ccc(C(N1CCC(Cc2ccccc2)CC1)=O)c1)c1OCC
2.3778,-3.262,CCOc(ccc(C(NCc1ccco1)=O)c1)c1OCC
3.2281,-3.862,CCOc(ccc(C(Nc1nc(C)ccc1)=O)c1)c1OCC
2.8302,-3.494,CCOc(ccc(C(Nc1ncccc1)=O)c1)c1OCC
4.3644,-4.542,CCN(CC)c(cc1)ccc1C(Nc1c(C(F)(F)F)cccc1)=O
3.6169,-4.078,CCN(CC)c(cc1)ccc1C(Nc(cccc1)c1F)=O
4.7281,-5.236,CCN(CC)c(cc1)ccc1C(Nc(cc1)cc(Cl)c1Cl)=O
4.2039,-4.452,CCN(CC)c(cc1)ccc1C(Nc1c(C)c(C)ccc1)=O
3.1555,-3.598,CCN(CC)c(cc1)ccc1C(NCc(cccc1)c1OC)=O
4.7031,-4.635,CCN(CC)c(cc1)ccc1C(Nc1c(C(C)C)cccc1)=O
5.1844,-4.807,CCCCc(cc1)ccc1NC(c(cc1)ccc1N(CC)CC)=O
5.1575,-4.905,CC[C@H](C)c(cc1)ccc1NC(c(cc1)ccc1N(CC)CC)=O
4.2535,-4.045,CCN(CC)c(cc1)ccc1C(N(CC1)CCN1c1cccc(Cl)c1)=O
3.7483,-3.623,CCN(CC)c(cc1)ccc1C(N(CC1)CCN1c(cc1)ccc1F)=O
3.6475,-3.309,CCN(CC)c(cc1)ccc1C(N(CC1)CCN1c1ccccc1)=O
3.5775,-3.327,CCN(CC)c(cc1)ccc1C(N(CC1)CCN1c(cccc1)c1OC)=O
2.1693,-2.448,CCN(CC)c(cc1)ccc1C(NCCCOC)=O
2.8864,-2.987,CCN(CC)c(cc1)ccc1C(NCC(C)C)=O
3.0274,-3.205,CC[C@H](C)NC(c(cc1)ccc1N(CC)CC)=O
3.5122,-3.651,CCN(CC)c(cc1)ccc1C(N[C@@H](C)c1ccccc1)=O
2.1072,-2.942,CCN(CC)c(cc1)ccc1C(NC[C@H]1OCCC1)=O
2.9536,-3.044,CCN(CC)c(cc1)ccc1C(NC(C)(C)C)=O
2.8865,-2.495,CCN(CC)C(c(cc1)ccc1N(CC)CC)=O
2.573,-2.935,CCN(CC)c(cc1)ccc1C(NC(C)C)=O
4.9413,-4.84,CCN(CC)c(cc1)ccc1C(NC(c1ccccc1)c1ccccc1)=O
4.1221,-4.5,CCN(CC)c(cc1)ccc1C(Nc(cccc1)c1Cl)=O
3.5704,-2.787,CCN(CC)c(cc1)ccc1C(N1CCN(Cc2ccccc2)CC1)=O
3.9532,-4.78,CCN(CC)c(cc1)ccc1C(Nc(cccc1)c1I)=O
3.6556,-3.692,CCN(CC)c(cc1)ccc1C(NCCc1ccccc1)=O
2.5152,-2.969,CCN(CC)c(cc1)ccc1C(Nc1ccncc1)=O
4.3421,-4.912,CCN(CC)c(cc1)ccc1C(Nc(ccc(Br)c1)c1F)=O
4.5852,-4.942,CCN(CC)c(cc1)ccc1C(Nc(cc1)cc(C)c1Br)=O
4.2229,-4.814,CCN(CC)c(cc1)ccc1C(Nc(cc1)cc(Cl)c1F)=O
3.7177,-4.392,CCN(CC)c(cc1)ccc1C(Nc(ccc(F)c1)c1F)=O
3.6169,-4.078,CCN(CC)c(cc1)ccc1C(Nc1cccc(F)c1)=O
3.8549,-4.618,CCN(CC)c(cc1)ccc1C(n1c(cccc2)c2nc1)=O
3.2698,-4.896,CCN(CC)c(cc1)ccc1C(n1nnc2c1cccc2)=O
2.7259,-3.769,CCN(CC)c(cc1)ccc1C(N(CC1)CCN1c(cc1)ccc1[N+]([O-])=O)=O
2.766,-3.443,COc(ccc(CC(Nc(cccc1)c1F)=O)c1)c1OC
3.353,-3.817,Cc1cc(NC(Cc(cc2)cc(OC)c2OC)=O)cc(C)c1
3.353,-3.817,Cc(cc1)c(C)cc1NC(Cc(cc1)cc(OC)c1OC)=O
3.7686,-3.976,CCc(cccc1C)c1NC(Cc(cc1)cc(OC)c1OC)=O
2.766,-3.443,COc(ccc(CC(Nc(cc1)ccc1F)=O)c1)c1OC
3.1023,-4.145,COc(ccc(CC(Nc(cc1)ccc1I)=O)c1)c1OC
3.0015,-3.447,CCOc(cccc1)c1NC(Cc(cc1)cc(OC)c1OC)=O
3.8522,-4,CC(C)c(cccc1)c1NC(Cc(cc1)cc(OC)c1OC)=O
2.5782,-3.27,COC(c(cccc1)c1NC(Cc(cc1)cc(OC)c1OC)=O)=O
4.3335,-4.172,CCCCc(cc1)ccc1NC(Cc(cc1)cc(OC)c1OC)=O
4.3066,-4.27,CC[C@H](C)c(cc1)ccc1NC(Cc(cc1)cc(OC)c1OC)=O
0.9207,-1.825,CCOC(CNC(Cc(cc1)cc(OC)c1OC)=O)=O
0.864,-1.543,COCCNC(Cc(cc1)cc(OC)c1OC)=O
1.3184,-1.813,COCCCNC(Cc(cc1)cc(OC)c1OC)=O
2.5734,-2.278,COc(ccc(CC(N(CC=C)CC=C)=O)c1)c1OC
0.5268,-2.156,COc(ccc(CC(N(CC#N)CC#N)=O)c1)c1OC
2.1765,-2.57,CC[C@H](C)NC(Cc(cc1)cc(OC)c1OC)=O
2.6253,-2.376,C[C@@H](CCC1)CN1C(Cc(cc1)cc(OC)c1OC)=O
1.2563,-2.307,COc(ccc(CC(NC[C@H]1OCCC1)=O)c1)c1OC
2.5122,-3.196,COc(ccc(CC(NC1CCCCC1)=O)c1)c1OC
4.0904,-4.205,COc(ccc(CC(NC(c1ccccc1)c1ccccc1)=O)c1)c1OC
2.1702,-2.926,COc(ccc(CC(NC1CCCC1)=O)c1)c1OC
3.3904,-3.963,COc(ccc(CC(Nc(cc1)ccc1Br)=O)c1)c1OC
2.5364,-3.813,CC(c(cc1)ccc1NC(Cc(cc1)cc(OC)c1OC)=O)=O
2.5952,-3.147,COc(cccc1)c1NC(Cc(cc1)cc(OC)c1OC)=O
3.394,-3.724,COc(ccc(CC(N(CCC1)c2c1cccc2)=O)c1)c1OC
2.1832,-2.279,CCOC(C(CC1)CCN1C(Cc(cc1)cc(OC)c1OC)=O)=O
2.014,-1.946,COc(ccc(CC(N1CCCC1)=O)c1)c1OC
2.6652,-3.129,COc(ccc(CC(Nc1ccccc1)=O)c1)c1OC
3.1023,-4.145,COc(ccc(CC(Nc(cccc1)c1I)=O)c1)c1OC
1.5633,-2.627,COc(ccc(CC(NCc1ccco1)=O)c1)c1OC
2.6807,-2.594,C[C@@H](CCCC1)N1C(Cc(cc1)cc(OC)c1OC)=O
1.1107,-1.315,CN(C)CCCNC(Cc(cc1)cc(OC)c1OC)=O
3.3904,-3.963,COc(ccc(CC(Nc1cccc(Br)c1)=O)c1)c1OC
3.4912,-4.277,COc(ccc(CC(Nc(ccc(Br)c1)c1F)=O)c1)c1OC
3.7343,-4.307,Cc(cc(cc1)Br)c1NC(Cc(cc1)cc(OC)c1OC)=O
3.7343,-4.307,Cc(cc(cc1)NC(Cc(cc2)cc(OC)c2OC)=O)c1Br
3.372,-4.179,COc(ccc(CC(Nc(cc1)cc(Cl)c1F)=O)c1)c1OC
2.9845,-3.57,CCOC(c(cccc1)c1NC(Cc(cc1)cc(OC)c1OC)=O)=O
2.766,-3.443,COc(ccc(CC(Nc1cccc(F)c1)=O)c1)c1OC
1.8414,-2.083,C[C@@H](C1)O[C@@H](C)CN1C(Cc(cc1)cc(OC)c1OC)=O
1.7436,-3.589,COc(ccc(CC(Nc1cccc([N+]([O-])=O)c1)=O)c1)c1OC
3.9155,-4.636,CN(C)c1cccc(C(Nc(cc(cc2)Cl)c2Cl)=O)c1
3.9155,-4.636,CN(C)c1cccc(C(Nc(cc2)cc(Cl)c2Cl)=O)c1
3.8069,-4.011,CCc(cccc1C)c1NC(c1cc(N(C)C)ccc1)=O
3.9155,-4.636,CN(C)c1cccc(C(Nc2cccc(Cl)c2Cl)=O)c1
3.2395,-3.918,CN(C)c1cccc(C(Nc(cc(cc2)Cl)c2OC)=O)c1
2.8043,-3.478,CN(C)c1cccc(C(Nc(cc2)ccc2F)=O)c1
3.1406,-4.18,CN(C)c1cccc(C(Nc(cc2)ccc2I)=O)c1
2.3429,-2.998,CN(C)c1cccc(C(NCc(cc2)ccc2OC)=O)c1
2.3429,-2.998,CN(C)c1cccc(C(NCc(cccc2)c2OC)=O)c1
2.5295,-3.446,CN(C)c1cccc(C(Nc2cc(C(OC)=O)cc(C(OC)=O)c2)=O)c1
4.3718,-4.207,CCCCc(cc1)ccc1NC(c1cc(N(C)C)ccc1)=O
2.9357,-3.023,CN(C)c1cccc(C(N(CC2)CCN2c(cc2)ccc2F)=O)c1
2.0738,-2.387,CC(C)CNC(c1cc(N(C)C)ccc1)=O
4.4395,-6,CN(C)c1cccc(C(Nc(ccc(Cl)c2)c2C(c2ccccc2)=O)=O)c1
2.141,-2.444,CC(C)(C)NC(c1cc(N(C)C)ccc1)=O
4.1287,-4.24,CN(C)c1cccc(C(NC(c2ccccc2)c2ccccc2)=O)c1
2.2085,-2.961,CN(C)c1cccc(C(NC2CCCC2)=O)c1
3.3095,-3.9,CN(C)c1cccc(C(Nc(cccc2)c2Cl)=O)c1
1.412,-2.185,CN(C)c1cccc(C(NCc2cnccc2)=O)c1
3.463,-3.667,CCc(cccc1)c1NC(c1cc(N(C)C)ccc1)=O
3.1406,-4.18,CN(C)c1cccc(C(Nc(cccc2)c2I)=O)c1
2.843,-3.092,CN(C)c1cccc(C(NCCc2ccccc2)=O)c1
3.3095,-3.9,CN(C)c1cccc(C(Nc2cccc(Cl)c2)=O)c1
1.7026,-2.369,CN(C)c1cccc(C(Nc2ccncc2)=O)c1
3.5295,-4.312,CN(C)c1cccc(C(Nc(ccc(Br)c2)c2F)=O)c1
3.7726,-4.342,Cc(cc(cc1)Br)c1NC(c1cc(N(C)C)ccc1)=O
2.9051,-3.792,CN(C)c1cccc(C(Nc(ccc(F)c2)c2F)=O)c1
3.0228,-3.605,CCOC(c(cccc1)c1NC(c1cc(N(C)C)ccc1)=O)=O
2.8043,-3.478,CN(C)c1cccc(C(Nc2cccc(F)c2)=O)c1
1.2303,-1.362,CN(C)c1cccc(C(N2CCOCC2)=O)c1
5.475,-5.2,Cc1cccc(NC(CC(c2ccccc2)c2ccccc2)=O)c1C
4.6472,-4.548,COc(cc1)cc(NC(CC(c2ccccc2)c2ccccc2)=O)c1OC
4.6472,-4.548,COc(cc1)cc(OC)c1NC(CC(c1ccccc1)c1ccccc1)=O
3.7956,-4.99,COc(cc1)cc([N+]([O-])=O)c1NC(CC(c1ccccc1)c1ccccc1)=O
4.4266,-4.346,COc1c(CNC(CC(c2ccccc2)c2ccccc2)=O)cccc1
4.7002,-4.653,COC(c(cccc1)c1NC(CC(c1ccccc1)c1ccccc1)=O)=O
4.0896,-3.109,CCOC(N(CC1)CCN1C(CC(c1ccccc1)c1ccccc1)=O)=O
3.0427,-3.208,CCOC(CNC(CC(c1ccccc1)c1ccccc1)=O)=O
2.986,-2.926,COCCNC(CC(c1ccccc1)c1ccccc1)=O
2.6488,-3.539,N#CCN(CC#N)C(CC(c1ccccc1)c1ccccc1)=O
2.7473,-2.495,O=C(CC(c1ccccc1)c1ccccc1)NCCN1CCOCC1
5.0166,-3.919,C[C@@H](C[C@H](C)C1)CN1C(CC(c1ccccc1)c1ccccc1)=O
3.3783,-3.69,O=C(CC(c1ccccc1)c1ccccc1)NC[C@H]1OCCC1
4.2922,-4.309,O=C(CC(c1ccccc1)c1ccccc1)NC1CCCC1
4.7172,-4.53,COc(cc1)ccc1NC(CC(c1ccccc1)c1ccccc1)=O
4.7172,-4.53,COc(cccc1)c1NC(CC(c1ccccc1)c1ccccc1)=O
4.136,-3.329,O=C(CC(c1ccccc1)c1ccccc1)N1CCCC1
4.7872,-4.512,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccccc1
4.5356,-4.61,Cc1cccc(NC(CC(c2ccccc2)c2ccccc2)=O)n1
3.7863,-3.717,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccncc1
5.1065,-4.953,CCOC(c(cccc1)c1NC(CC(c1ccccc1)c1ccccc1)=O)=O
3.9664,-5.286,[O-][N+](c(cc1)cc(NC(CC(c2ccccc2)c2ccccc2)=O)c1F)=O
3.7956,-4.99,COc(ccc([N+]([O-])=O)c1)c1NC(CC(c1ccccc1)c1ccccc1)=O
4.4909,-4.854,CC(Nc1cccc(NC(CC(c2ccccc2)c2ccccc2)=O)c1)=O
3.9634,-3.466,C[C@@H](C1)O[C@@H](C)CN1C(CC(c1ccccc1)c1ccccc1)=O
3.9472,-4.583,COc1c(CC(Nc(cc2)cc(Cl)c2Cl)=O)cccc1
3.8386,-3.958,CCc(cccc1C)c1NC(Cc(cccc1)c1OC)=O
3.423,-3.799,Cc1cccc(NC(Cc(cccc2)c2OC)=O)c1C
3.6851,-4.191,Cc(c(NC(Cc(cccc1)c1OC)=O)ccc1)c1Cl
3.6851,-4.191,Cc(ccc(NC(Cc(cccc1)c1OC)=O)c1)c1Cl
3.9472,-4.583,COc1c(CC(Nc(ccc(Cl)c2)c2Cl)=O)cccc1
3.2712,-3.865,COc1c(CC(Nc(cc(cc2)Cl)c2OC)=O)cccc1
2.5952,-3.147,COc(cc1)cc(OC)c1NC(Cc(cccc1)c1OC)=O
3.2012,-3.883,COc1c(CC(Nc(c(OC)c2)cc(OC)c2Cl)=O)cccc1
3.1723,-4.127,COc1c(CC(Nc(cc2)ccc2I)=O)cccc1
3.0715,-3.429,CCOc(cccc1)c1NC(Cc(cccc1)c1OC)=O
3.0715,-3.429,CCOc(cc1)ccc1NC(Cc(cccc1)c1OC)=O
2.3746,-2.945,COc1c(CC(NCc(cccc2)c2OC)=O)cccc1
3.1174,-2.865,CCN(Cc1ccccc1)C(Cc(cccc1)c1OC)=O
4.3766,-4.252,CC[C@H](C)c(cc1)ccc1NC(Cc(cccc1)c1OC)=O
4.0833,-4.452,COc1c(CC(Nc(cc2)ccc2OCc2ccccc2)=O)cccc1
2.8666,-2.656,COc1c(CC(N(CC2)CCN2c2ccccc2)=O)cccc1
2.7966,-2.674,COc1c(CC(N(CC2)CCN2c(cccc2)c2OC)=O)cccc1
2.0376,-1.708,CCOC(N(CC1)CCN1C(Cc(cccc1)c1OC)=O)=O
0.934,-1.525,COCCNC(Cc(cccc1)c1OC)=O
1.3884,-1.795,COCCCNC(Cc(cccc1)c1OC)=O
2.6434,-2.26,COc1c(CC(N(CC=C)CC=C)=O)cccc1
2.2402,-2.908,COc1c(CC(NC2CCCC2)=O)cccc1
3.4604,-3.945,COc1c(CC(Nc(cc2)ccc2Br)=O)cccc1
3.0791,-3.455,Cc(cc1)ccc1NC(Cc(cccc1)c1OC)=O
2.6064,-3.795,CC(c(cc1)ccc1NC(Cc(cccc1)c1OC)=O)=O
3.0791,-3.455,Cc1cccc(NC(Cc(cccc2)c2OC)=O)c1
3.464,-3.706,COc1c(CC(N(CCC2)c3c2cccc3)=O)cccc1
3.0791,-3.455,Cc(cccc1)c1NC(Cc(cccc1)c1OC)=O
3.423,-3.799,Cc(cc1)cc(C)c1NC(Cc(cccc1)c1OC)=O
3.3909,-3.387,CCN(C(Cc(cccc1)c1OC)=O)c1ccccc1
1.3714,-0.811,CN(CC1)CCN1C(Cc(cccc1)c1OC)=O
2.8747,-3.039,COc1c(CC(NCCc2ccccc2)=O)cccc1
3.4604,-3.945,COc1c(CC(Nc2cccc(Br)c2)=O)cccc1
3.8043,-4.289,Cc(cc(cc1)NC(Cc(cccc2)c2OC)=O)c1Br
3.442,-4.161,COc1c(CC(Nc(cc2)cc(Cl)c2F)=O)cccc1
2.836,-3.425,COc1c(CC(Nc2cccc(F)c2)=O)cccc1
2.7885,-3.271,Cc1ccc(CNC(Cc(cccc2)c2OC)=O)cc1
2.4389,-3.453,CC(Nc1cccc(NC(Cc(cccc2)c2OC)=O)c1)=O
1.9114,-2.065,C[C@@H](C1)O[C@@H](C)CN1C(Cc(cccc1)c1OC)=O
1.8136,-3.571,COc1c(CC(Nc2cccc([N+]([O-])=O)c2)=O)cccc1
1.945,-3.116,COc1c(CC(N(CC2)CCN2c(cc2)ccc2[N+]([O-])=O)=O)cccc1
2.6468,-4.507,COC(c1cc(C(Nc2c(C(F)(F)F)cccc2)=O)cc([N+]([O-])=O)c1)=O
1.8993,-4.043,COC(c1cc(C(Nc(cccc2)c2F)=O)cc([N+]([O-])=O)c1)=O
3.0105,-5.201,COC(c1cc(C(Nc(cc(cc2)Cl)c2Cl)=O)cc([N+]([O-])=O)c1)=O
3.0105,-5.201,COC(c1cc(C(Nc(cc2)cc(Cl)c2Cl)=O)cc([N+]([O-])=O)c1)=O
2.4863,-4.417,Cc1cc(NC(c2cc([N+]([O-])=O)cc(C(OC)=O)c2)=O)c(C)cc1
2.4863,-4.417,Cc1cccc(C)c1NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
2.7484,-4.809,Cc(c(NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O)ccc1)c1Cl
2.7484,-4.809,Cc(ccc(NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O)c1)c1Cl
3.0105,-5.201,COC(c1cc(C(Nc2cccc(Cl)c2Cl)=O)cc([N+]([O-])=O)c1)=O
3.0105,-5.201,COC(c1cc(C(Nc(ccc(Cl)c2)c2Cl)=O)cc([N+]([O-])=O)c1)=O
3.6165,-5.937,COC(c1cc(C(Nc(c(Cl)c2)cc(Cl)c2Cl)=O)cc([N+]([O-])=O)c1)=O
2.0479,-3.705,CN(C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O)c1ccccc1
3.4668,-4.772,CCCCc(cc1)ccc1NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
3.4399,-4.87,CC[C@H](C)c(cc1)ccc1NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
1.7067,-2.878,COC(c1cc(C(N(CC=C)CC=C)=O)cc([N+]([O-])=O)c1)=O
1.7586,-2.976,C[C@@H](CCC1)CN1C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
2.0279,-3.136,C[C@@H](C[C@H](C)C1)CN1C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
1.8702,-3.532,COC(c1cc(C(N(CC2)Cc3c2cccc3)=O)cc([N+]([O-])=O)c1)=O
2.0777,-3,CCCN(CCC)C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
0.8554,-2.9,CC(C)NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
3.2237,-4.805,COC(c1cc(C(NC(c2ccccc2)c2ccccc2)=O)cc([N+]([O-])=O)c1)=O
2.4045,-4.465,COC(c1cc(C(Nc(cc2)ccc2Cl)=O)cc([N+]([O-])=O)c1)=O
2.4045,-4.465,COC(c1cc(C(Nc(cccc2)c2Cl)=O)cc([N+]([O-])=O)c1)=O
2.5273,-4.324,COC(c1cc(C(N(CCC2)c3c2cccc3)=O)cc([N+]([O-])=O)c1)=O
2.1853,-4.054,COC(c1cc(C(N(CC2)c3c2cccc3)=O)cc([N+]([O-])=O)c1)=O
3.2005,-4.111,COC(c1cc(C(N2CCC(Cc3ccccc3)CC2)=O)cc([N+]([O-])=O)c1)=O
1.7744,-3.183,CN(Cc1ccccc1)C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
0.0898,-2.222,CNC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
0.4961,-2.522,CCNC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
1.1473,-2.546,COC(c1cc(C(N2CCCC2)=O)cc([N+]([O-])=O)c1)=O
2.4863,-4.417,Cc(cc1)cc(C)c1NC(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
1.7586,-2.976,CC(CC1)CCN1C(c1cc([N+]([O-])=O)cc(C(OC)=O)c1)=O
2.4045,-4.465,COC(c1cc(C(Nc2cccc(Cl)c2)=O)cc([N+]([O-])=O)c1)=O
2.5237,-4.563,COC(c1cc(C(Nc2cccc(Br)c2)=O)cc([N+]([O-])=O)c1)=O
2.8676,-4.907,Cc(cc(cc1)NC(c2cc([N+]([O-])=O)cc(C(OC)=O)c2)=O)c1Br
2.5053,-4.779,COC(c1cc(C(Nc(cc2)cc(Cl)c2F)=O)cc([N+]([O-])=O)c1)=O
4.3544,-5.172,CC(C)CNC(c(cccc1)c1-c(cccc1)c1C(NCC(C)C)=O)=O
4.6364,-5.608,CC[C@H](C)NC(c(cccc1)c1-c(cccc1)c1C(N[C@@H](C)CC)=O)=O
3.2346,-5.728,[O-][N+](c1cc(C(Nc(cccc2)c2F)=O)cc(C(Nc(cccc2)c2F)=O)c1)=O
3.5318,-5.052,CN(C(c1cc([N+]([O-])=O)cc(C(N(C)c2ccccc2)=O)c1)=O)c1ccccc1
4.245,-6.572,[O-][N+](c1cc(C(Nc(cccc2)c2Cl)=O)cc(C(Nc(cccc2)c2Cl)=O)c1)=O
2.7319,-4.331,[O-][N+](c1c(CC(Nc2c(C(F)(F)F)cccc2)=O)cccc1)=O
1.9844,-3.867,[O-][N+](c1c(CC(Nc(cccc2)c2F)=O)cccc1)=O
3.0956,-5.025,[O-][N+](c1c(CC(Nc(ccc(Cl)c2)c2Cl)=O)cccc1)=O
2.4196,-4.307,COc(ccc(Cl)c1)c1NC(Cc(cccc1)c1[N+]([O-])=O)=O
1.7436,-3.589,COc(cc1)cc(NC(Cc(cccc2)c2[N+]([O-])=O)=O)c1OC
1.7436,-3.589,COc(cc1)cc(OC)c1NC(Cc(cccc1)c1[N+]([O-])=O)=O
1.8136,-3.571,COc1cccc(NC(Cc(cccc2)c2[N+]([O-])=O)=O)c1
2.3496,-4.325,COc(c(NC(Cc(cccc1)c1[N+]([O-])=O)=O)c1)cc(Cl)c1OC
1.9844,-3.867,[O-][N+](c1c(CC(Nc(cc2)ccc2F)=O)cccc1)=O
2.2199,-3.871,CCOc(cccc1)c1NC(Cc(cccc1)c1[N+]([O-])=O)=O
2.2199,-3.871,CCOc(cc1)ccc1NC(Cc(cccc1)c1[N+]([O-])=O)=O
1.523,-3.387,COc1ccc(CNC(Cc(cccc2)c2[N+]([O-])=O)=O)cc1
1.523,-3.387,COc1c(CNC(Cc(cccc2)c2[N+]([O-])=O)=O)cccc1
2.133,-3.529,CN(C(Cc(cccc1)c1[N+]([O-])=O)=O)c1ccccc1
2.2029,-3.994,CCOC(c(cc1)ccc1NC(Cc(cccc1)c1[N+]([O-])=O)=O)=O
3.2317,-4.894,[O-][N+](c1c(CC(Nc(cc2)ccc2OCc2ccccc2)=O)cccc1)=O
0.5368,-2.237,COCCCNC(Cc(cccc1)c1[N+]([O-])=O)=O
1.8797,-3.44,C[C@@H](c1ccccc1)NC(Cc(cccc1)c1[N+]([O-])=O)=O
1.7548,-4.237,CC(c(cc1)ccc1NC(Cc(cccc1)c1[N+]([O-])=O)=O)=O
1.8136,-3.571,COc(cccc1)c1NC(Cc(cccc1)c1[N+]([O-])=O)=O
2.4896,-4.289,[O-][N+](c1c(CC(Nc(cccc2)c2Cl)=O)cccc1)=O
2.6124,-4.148,[O-][N+](c1c(CC(N(CCC2)c3c2cccc3)=O)cccc1)=O
2.2704,-3.878,[O-][N+](c1c(CC(N(CC2)c3c2cccc3)=O)cccc1)=O
0.7817,-3.051,[O-][N+](c1c(CC(NCc2ccco2)=O)cccc1)=O
2.7096,-4.701,[O-][N+](c1c(CC(Nc(ccc(Br)c2)c2F)=O)cccc1)=O
2.2029,-3.994,CCOC(c(cccc1)c1NC(Cc(cccc1)c1[N+]([O-])=O)=O)=O
1.9844,-3.867,[O-][N+](c1c(CC(Nc2cccc(F)c2)=O)cccc1)=O
1.7966,-3.694,COC(c(cc1)ccc1NC(Cc(cccc1)c1[N+]([O-])=O)=O)=O
1.5873,-3.895,CC(Nc1cccc(NC(Cc(cccc2)c2[N+]([O-])=O)=O)c1)=O
1.0598,-2.507,C[C@@H](C1)O[C@@H](C)CN1C(Cc(cccc1)c1[N+]([O-])=O)=O
2.5714,-4.241,Cc1cccc(C)c1NC(Cc(cc1)ccc1[N+]([O-])=O)=O
2.3207,-4.569,[O-][N+](c1ccc(CC(Nc(cc2)ccc2I)=O)cc1)=O
2.2199,-3.871,CCOc(cc1)ccc1NC(Cc(cc1)ccc1[N+]([O-])=O)=O
1.7966,-3.694,COC(c(cccc1)c1NC(Cc(cc1)ccc1[N+]([O-])=O)=O)=O
0.6461,-2.598,[O-][N+](c1ccc(CC(NCc2ncccc2)=O)cc1)=O
1.9553,-3.356,[O-][N+](c1ccc(CC(N(CC2)Cc3c2cccc3)=O)cc1)=O
2.2275,-3.897,Cc1cccc(NC(Cc(cc2)ccc2[N+]([O-])=O)=O)c1
2.2275,-3.897,Cc(cccc1)c1NC(Cc(cc1)ccc1[N+]([O-])=O)=O
1.8991,-3.018,C[C@@H](CCCC1)N1C(Cc(cc1)ccc1[N+]([O-])=O)=O
-0.2672,-1.949,COC(CNC(Cc(cc1)ccc1[N+]([O-])=O)=O)=O
1.5873,-3.895,CC(Nc1cccc(NC(Cc(cc2)ccc2[N+]([O-])=O)=O)c1)=O
2.9575,-5.096,COc(c(OC)c1)cc(C(Nc(cc2)cc(Cl)c2Cl)=O)c1[N+]([O-])=O
2.4333,-4.312,Cc1cc(NC(c(cc(c(OC)c2)OC)c2[N+]([O-])=O)=O)cc(C)c1
2.4333,-4.312,Cc1cc(NC(c(cc(c(OC)c2)OC)c2[N+]([O-])=O)=O)c(C)cc1
2.8489,-4.471,CCc(cccc1C)c1NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
2.6954,-4.704,Cc(c(NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O)ccc1)c1Cl
2.6954,-4.704,Cc(ccc(NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O)c1)c1Cl
2.9575,-5.096,COc(c(OC)c1)cc(C(Nc(ccc(Cl)c2)c2Cl)=O)c1[N+]([O-])=O
2.1826,-4.64,COc(c(OC)c1)cc(C(Nc(cc2)ccc2I)=O)c1[N+]([O-])=O
3.3869,-4.765,CC[C@H](C)c(cc1)ccc1NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
0.8975,-2.687,CCCNC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
1.1158,-2.847,CC(C)CNC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
1.7416,-3.511,C[C@@H](c1ccccc1)NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
